Unnamed: 0,reviews
4153,"
Pros:Good DesignFast chargingCons:Poor Ram management, doesn't feels like 6GBPhone hangs frequently eith Android autoVideo playback on YouTube & other video streaming platform will suddenly stop working, need to re start the phone
"
4154,"
This phone is one of the best mid range phone offers high performance but battry life is bit low after usage of almost one year it has been downgraded to 4190 mah
"
4155,"
Very good budget phone
"
4156,"
Nice picture quality
"
4157,"
Camera is Decent
"
4158,"
Very nice usage
"
4159,"
Osm phone..for purchase
"
4160,"
Good quality smartphonr
"
4161,"
Excellent
"
4162,"
Nice mobile👍
"
4163,"
Lovely phone
"
4164,"
Ok
"
4165,"
Nice
"
4166,"
Sandar
"
4167,"
Video stabilization is not there which is disappointing
"
4168,"
Battery not working properlyHeating issueCamera quality Avarage
"
4169,"
Not as good as expected, facing display issues and nerwork issues
"
4170,"
Just ok product... On this price range there are several mobile available
"
4171,"




                    The media could not be loaded.
                


"
4172,
4173,"
Best phone in this range
"
4174,"
Color is good but camera is not good at night.
"
4175,"
The phone is absolutely well designed for a normal hand fit the Pros are:1)the procecer is phenomenal at handling daily tasks and some light gaming does not hurt ither.2)the dual speaker are I dare say best in the segment they are crisp Anda have a small amount of bass the loudness is ample for a small room.3)the screen is 60hz so no super smooth display but the amoled is a big plus.Now to the cons:1)the battery does not have a lot to speak about got like 4.5 hrs of screen on time.2) the finger print placement is good and the finger print scanner is blazing fast but the accidental unlock 's is a big issue.3)the ui is fluid but the system has butt load of bloatware.Overall conclusion if your budget is around this price definitely go for this phone it's a solid overall package.
"
4176,"
Shi chla rha h abhible skte ho hmm to 5e se 3 rete krenge
"
4177,"
Worth it
"
4178,"
I love this
"
4179,"
I got it for 11.7k during sale in October. 6/64gb.I have been using it since then, found these pros and cons.Pros -Good hardware (G95) at this price!Good fingerprint!Charging & battery life is ""Okay""!No major heating issue!Amoled screen is ""okay""!Cons-Dual speakers? Lol!Well, if right speaker has 1 watt, then left speaker has 0.5 watt!! i.e, upper speaker has less sound compared to down speaker. Thats not at all like dual speakers!Just for marketing they have mentioned as ""Dual speakers"".Super Amoled?Amazon must review this! They are marketing as ""Super Amoled"" but on the box, it's clearly mentioned just ""Amoled"".It's just basic Amoled!!Not good under sun light.. you know what! If you view any images of B&W, it's even worst under Sun light!! Yes, ""Worst""!4k video playing is not smooth, seen stutters.Camera! (pics attached) 64MP is a joke!It just adds more mb to a normal picture!! And when zoomed in, it's like ""OIL PAINTING"", not at all sharp! Lacks details in the image!Bokeh is not at all uniform!!Dynamic range? You can check it in the pic attached! It's same even for rear cam!Hair near ears and eyelashes gets ""kajal"" i.e black painted automatically!! That's very awkward!!Night mode the most useless feature of this cam dept!EMI works good. Slow motion, 960fps records only for 3sec and gives output video of 10seconds only! Almost useless!No option to record Slo-mo in 1080p even though this hardware supports!Supports only 720p 120fps & 240fps in Slo-mo.Bokeh does good job when captured with Gcam mod!!This is pure failure of MI/Redmi!Even though the hardware supports some very good features, the software  disappoints this piece!If you have purchased this, you can raise this issue to the MI customer care and you should email them with these issues to get it fixed.They must work on it!I have raised complaint, if it gets fixed, I'll update here.Till then, you may need to have a look on other products.
"
4180,
4181,"
Review after 2 days using ...It's not a best phone ....But it's ok for this price range .Camera 3/5Battery 3/5Fingerprint 4/5Overall performance 3/5
"
4182,
4183,"
Very nice awesome
"
4184,"
I bought this phone for only camera quality but it heats too much while using camera.After updating to miui 13 now its ui is not responding.
"
4185,"
Ita a good budget phone for daily use+gaming
"
4186,"
Ok
"
4187,"
Mass
"
4188,"
Good
"
4189,"
The mobile us AVG but the MIUI 13 is worst .It has lots of bugs the  XIOMI need to fix the bugs as soon as possible and the camera is worstIf you want to buy under 14K i suggest samsung m32
"
4190,"
After 1 match of bgmi it start heating but it gives 50 to 60 fps which is goodGood phone for daily usageBut I not recommend this for heavy gaming
"
4191,"
It was offer that one year free subscription of Disney Hotstar.But didn't get it's only fake commitment for mobile sales.Rest all thing are good.Also mobile is getting while playing gane or using multiple at the same time.
"
4192,"
Everything is not ok like before redmi phone
"
4193,"
Good
"
4194,"
Best in under 13k, except it's video recoding quality.
"
4195,"
Battery life very baad
"
4196,"
So lucky because of the Amazon and the seller Darshita with a very special price with unbelievable discount (11,749/-)Guys its Redmi and thats enough to explain your smart phone needPerfect handset afterall you have to look at price👍Stay safe
"
4197,"
Not so bad fingerprint sensor is ok, battery life is good, but with camera not satisfied, phone is getting hang after playing games like BGMI
"
4198,"
All good
"
4199,"
Best battery life and smooth running
"
4200,"
Good
"
4201,"
Little bit costly as features consider, back camera is not like 64mp its like 48mp but good in this price range , front camera is ok .speed is good , screen is good ,charging speed  is an average not like 33w .its 18-20 watt, display is good,  before you made any judgment youbhave to adjust settings according to your choiceIf you are gamer this phone is not for you , otherwise its good for general purpose .Flash is ok, looking wise great , lightweight .Doesn't hangs ,reading mode ,bedtime mode ,google dialer and sms app pre-installed.,dedicated sd card slot available. If you have low budget and wish to have android premium like phone this phone is for you.go for it .. Xiaomi is known as best smartphone producer in India and this phone proves it again .
"
4202,
4203,"
Camera picture quality is very bad
"
4204,"
This phone heat up after a normal gaming or heavy task
"
4205,"
Good Quality
"
4206,"
At price above 14k camera quality is so poor.battery is also not so good in service.
"
4207,"
good mobile phone with low budget
"
4208,"
Very nice mobile.
"
4209,"
My Redmi Note 7 pro Has Better screen Quality as Compared to Redmi Note 10s.I played Vedio On both smartphone major Difference can be Seen.Note 10s Has poor Quality screen when Vedio Played In HD.
"
4210,"
Camera doesnot fits as per the price
"
4211,"
Very good
"
4212,"
Best phone
"
4213,"
👍
"
4214,"
Value for moneySleek, nice to holdVibrant screen, clear pictureSuper Camera output
"
4215,"
Camera is awesome of the phone and the battery backup is marvelous overall that phone is damn incredible😍
"
4216,"
very good product
"
4217,"
asome
"
4218,"
Front camera quality & battery life is very bad...😡
"
4219,"
Every thing is ok
"
4220,"
Is phone me heating problem sabse jyada h
"
4221,"
Camera quality very poor. Rest all ok
"
4222,"
4g phone and 12 nano miter processer
"
4223,"
He is a nice look in redmi note 10SBut redmi note 10pro this best😊
"
4224,"
Camera quality average.. Its give you orginal colour.. Not beauty plus.. Sometimes i face hitting issues..
"
